speaker_id,orthography,gloss,stem,gender,dialect_area,origin
002,καταγοτανε,kataɣotane.VERB.Imp.Ind.Sing.3.Past.Fin.Pass,γ,Female,0,Athens
002,σκεφτοντουσαν,skeftodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
002,φαινοντουσαν,fenodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,περπαταγε,perpataɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,προσπαθουσανε,prospaθusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,περπαταγαμε,perpataɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,0,Athens
002,περπαταγαμε,perpataɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,0,Athens
002,μιλαγαμε,milaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,0,Athens
002,αγωνιουσε,aɣoniuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,χαμολαγε,xamolaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,χαμογελαγε,xamoɣelaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,εννοουσε,enouse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
002,εννοουσε,enouse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
002,εννοουσε,enouse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
002,εξυπναγε,eksipnaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,ερχοντουσαν,erxodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
002,ζουσανε,zusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
002,χρειαζοντουσαν,xriazodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,χρειαζοντουσαν,xriazodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,χρειαζοντουσαν,xriazodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
002,χρησιμοποιουσα,xrisimopjusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
002,μιλαγα,milaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,0,Athens
002,μιλαγα,milaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,0,Athens
002,ενθουσιαζε,enθusiaze.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
002,γινοντουσαν,ɣinodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
003,εδουσι,eðusi.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,2,Northern
003,πατουσα,patusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,2,Northern
003,ζητουσε,zituse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,2,Northern
003,διαλουσαν,ðialusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,2,Northern
003,φ΄λουσαν,f΄lusan.VERB.Imp.Ind.3.Past.Fin.Act,ουσ,Female,2,Northern
003,πουλουσε,puluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,2,Northern
003,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,2,Northern
003,αγαπουσαν,aɣapusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,2,Northern
004,μιλαγανε,milaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Patras
004,χτυπαγες,xtipaɣes.VERB.Imp.Ind.Plur.2.Past.Fin.Act,γ,Female,1,Patras
004,ρωταγανε,rotaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Patras
004,πουλαγαν,pulaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Patras
004,πεταγαν,petaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Patras
004,περπαταγε,perpataɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Patras
004,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Patras
004,απανταγε,apadaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Patras
017,κοιταγανε,kitaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,εξυπηρετουσα,eksipiretusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,χτυπουσαν,xtipusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,γελαγανε,ɣelaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,γινοντουσαν,ɣinodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,1,Stephania/Laconia
017,αγαπουσανε,aɣapusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,πουλαγα,pulaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,φοραγαν,foraɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,γινοντουσαν,ɣinodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,1,Stephania/Laconia
017,αγαπουσε,aɣapuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,ρωταγε,rotaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,βοηθαγανε,voiθaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,μιλαγαν,milaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,αγαπησανε,aɣapisane.VERB.Perf.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,αγαπουσαν,aɣapusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,ζουσαμε,zusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,ζουσαμε,zusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,μιλαγανε,milaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,μιλουσαμε,milusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,μιλαγαμε,milaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,τραβαγαμε,travaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,πεταγανε,petaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,αγοραζαμε,aɣorazame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,ειδοποιουσανε,iðopjusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
017,περναγε,pernaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Stephania/Laconia
017,ζουσαν,zusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Stephania/Laconia
046,αναγκαστηκα,anagastika.VERB.Perf.Ind.Sing.1.Past.Fin.Pass,γ,Female,0,Athens
046,αγαπουσα,aɣapusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσανε,milusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,ερχοντουσαν,erxodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
046,ερχοντουσαν,erxodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
046,γινοντουσαν,ɣinodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
046,γινοντουσαν,ɣinodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,0,Athens
046,μιλουσανε,milusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,περνουσε,pernuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσε,miluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,0,Athens
046,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσε,miluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,ζουσε,zuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσε,miluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσε,miluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,μιλουσαν,milusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,0,Athens
046,βοηθουσε,voiθuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,τραγουδαγαν,traɣuðaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,0,Athens
046,τραγουδουσαν,traɣuðusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,0,Athens
046,ζουσε,zuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,0,Athens
046,γελαγαν,ɣelaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,0,Athens
054,δαγκωνες,ðagones.VERB.Imp.Ind.Sing.2.Past.Fin.Act,γ,Female,16,Cairo
054,χρωσταγανε,xrostaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,16,Cairo
054,ζηταγανε,zitaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,16,Cairo
054,χρωσταγα,xrostaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,16,Cairo
054,χρωσταγα,xrostaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,16,Cairo
054,χρωσταγα,xrostaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,16,Cairo
054,αγοραζε,aɣoraze.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,16,Cairo
054,ζηταγανε,zitaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,16,Cairo
054,φεροντουσαν,ferodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,16,Cairo
054,κοιταγα,kitaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,16,Cairo
054,βοηθουσα,voiθusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,16,Cairo
054,αγορασα,aɣorasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Female,16,Cairo
054,τραβαγαμε,travaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,16,Cairo
054,προσπαθουσε,prospaθuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,16,Cairo
054,τραβαγαμε,travaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,16,Cairo
054,τραβαγε,travaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,16,Cairo
054,ακουσα,akusa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,ουσ,Female,16,Cairo
054,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,16,Cairo
054,γελαγε,ɣelaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,16,Cairo
054,αναγκαστηκαμε,anagastikame.VERB.Perf.Ind.Plur.1.Past.Fin.Pass,γ,Female,16,Cairo
054,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,16,Cairo
054,προσπαθουσαμε,prospaθusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,16,Cairo
054,παραμελουσε,parameluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,16,Cairo
054,αγορασαμε,aɣorasame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Female,16,Cairo
054,ακουσα,akusa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,ουσ,Female,16,Cairo
054,ξεκιναγαμε,ksekinaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,16,Cairo
054,γυρναγαμε,ɣirnaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,16,Cairo
063,μιλαγε,milaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
063,αγορασα,aɣorasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,αγορασαμε,aɣorasame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,αγορασαμε,aɣorasame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,αγορασαμε,aɣorasame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,αγορασαμε,aɣorasame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,εσυζουσαμε,esizusame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,ουσ,Male,1,Zakynthos
063,ακουσε,akuse.VERB.Perf.Ind.Sing.3.Past.Fin.Act,ουσ,Male,1,Zakynthos
063,μιλαγανε,milaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
063,μιλαγανε,milaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
063,μιλουσατε,milusate.VERB.Imp.Ind.Plur.2.Past.Fin.Act,ουσ,Male,1,Zakynthos
063,πεταγανε,petaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
063,γλυστραγε,ɣlistraɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
063,γλιστραγα,ɣlistraɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
063,εφαγα,efaɣa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,αναγκαστηκα,anagastika.VERB.Perf.Ind.Sing.1.Past.Fin.Pass,γ,Male,1,Zakynthos
064,επουλαγανε,epulaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,κραταγε,krataɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,αγαπουσαν,aɣapusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,απαγορευοταν,apaɣorevotan.VERB.Imp.Ind.Sing.3.Past.Fin.Pass,γ,Male,1,Zakynthos
064,απαγορευε,apaɣoreve.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,βουταγα,vutaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,ζητουσανε,zitusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Male,1,Zakynthos
064,εφαγα,efaɣa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,ρωταγα,rotaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,παρουσιαστηκαν,parusiastikan.VERB.Perf.Ind.Plur.3.Past.Fin.Pass,ουσ,Male,1,Zakynthos
064,χτυπαγαν,xtipaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,χαλαγανε,xalaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,μιλαγα,milaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,μιλαγα,milaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,τηλεφωναγανε,tilefonaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,κοπαναγα,kopanaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,κοπαναγα,kopanaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,περναγα,pernaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,ποναγε,ponaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,εποναγε,eponaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,ακουσε,akuse.VERB.Perf.Ind.Sing.3.Past.Fin.Act,ουσ,Male,1,Zakynthos
064,παρουσιασα,parusiasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,ουσ,Male,1,Zakynthos
064,αγορασα,aɣorasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,μαγειρευα,maɣireva.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,ξαναγυρναγα,ksanaɣirnaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,ποναγε,ponaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,βοηθαγε,voiθaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,επερπαταγα,eperpataɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,φοραγα,foraɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,περπατουσα,perpatusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Male,1,Zakynthos
064,περπαταγα,perpataɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,φορουσα,forusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Male,1,Zakynthos
064,τραβαγανε,travaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,αγορασα,aɣorasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,κουναγε,kunaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,γελαγαν,ɣelaɣan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Zakynthos
064,αγορασα,aɣorasa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Zakynthos
064,γυρναγαμε,ɣirnaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Male,1,Zakynthos
065,περπατουσανε,perpatusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,ξαναγυρισαμε,ksanaɣirisame.VERB.Perf.Ind.Plur.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,κοιταγα,kitaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,ρωτουσα,rotusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,μιλαγανε,milaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,στενοχωρουσε,stenoxoruse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,μιλαγα,milaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,κρατουσε,kratuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,ζηταγα,zitaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,ρωταγα,rotaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,ζητουσανε,zitusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,σταματουσα,stamatusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,περναγαμε,pernaɣame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,πεταγε,petaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,κυνηγουσανε,kiniɣusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,συγχωρουσα,siɣxorusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,συγχωρουσα,siɣxorusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,βοηθουσαν,voiθusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,μιλουσαμε,milusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,μιλουσαμε,milusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,βοηθουσανε,voiθusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,ερχοντουσαν,erxodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Pass,ουσ,Female,1,Zakynthos
065,περπατουσα,perpatusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,περπατουσα,perpatusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,βαρουσε,varuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,αντανακλουσανε,adanaklusane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,γελαγα,ɣelaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,μιλουσα,milusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,αγαπουσε,aɣapuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,ρχοντουσαν,rxodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,ρωτουσε,rotuse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,χρειαζοντουσαν,xriazodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,ακουσα,akusa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,χρησιμοποιουσαν,xrisimopjusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,μαγειρευε,maɣireve.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,εξηγουσα,eksiɣusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,περναγε,pernaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,περναγε,pernaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Female,1,Zakynthos
065,περπαταγα,perpataɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Female,1,Zakynthos
065,αλληλογραφουσα,aliloɣrafusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
065,προσπαθουσα,prospaθusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Female,1,Zakynthos
068,περνουσα,pernusa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,ουσ,Male,1,Laconia
068,προσπαθουσαμε,prospaθusame.VERB.Imp.Ind.Plur.1.Past.Fin.Act,ουσ,Male,1,Laconia
068,προχωραγα,proxoraɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Laconia
068,βοηθαγα,voiθaɣa.VERB.Imp.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Laconia
068,πουλαγανε,pulaɣane.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Laconia
068,πουλουσε,puluse.VERB.Imp.Ind.Sing.3.Past.Fin.Act,ουσ,Male,1,Laconia
068,πουλαγε,pulaɣe.VERB.Imp.Ind.Plur.3.Past.Fin.Act,γ,Male,1,Laconia
068,εφαγα,efaɣa.VERB.Perf.Ind.Sing.1.Past.Fin.Act,γ,Male,1,Laconia
068,χρειαζοντουσαν,xriazodusan.VERB.Imp.Ind.Plur.3.Past.Fin.Act,ουσ,Male,1,Laconia
068,βοηθαγε,voiθaɣe.VERB.Imp.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Laconia
068,ξεναγησε,ksenaɣise.VERB.Perf.Ind.Sing.3.Past.Fin.Act,γ,Male,1,Laconia
